player,position,r1,r2,r3,r4,strokes,earnings,fedex_cup_points,year
Tom Kite,T5,76,69,73,69,287,"$13,500.00",,1982
Tom Watson,T5,77,69,70,71,287,"$13,500.00",,1982
Raymond Floyd,T7,74,72,69,74,289,"$11,067.00",,1982
Larry Nelson,T7,79,71,70,69,289,"$11,067.00",,1982
Curtis Strange,T7,74,70,73,72,289,"$11,067.00",,1982
Andy Bean,T10,75,72,73,70,290,"$8,550.00",,1982
Mark Hayes,T10,74,73,73,70,290,"$8,550.00",,1982
Tom Weiskopf,T10,75,72,68,75,290,"$8,550.00",,1982
Fuzzy Zoeller,T10,72,76,70,72,290,"$8,550.00",,1982
Bob Gilder,14,79,71,66,75,291,"$6,700.00",,1982
Yataka Hagawa,T15,75,74,71,72,292,"$5,850.00",,1982
Jack Nicklaus,T15,69,77,71,75,292,"$5,850.00",,1982
Gary Player,T15,74,73,71,74,292,"$5,850.00",,1982
Jim Simons,T15,77,74,69,72,292,"$5,850.00",,1982
David Graham,19,73,77,70,73,293,"$5,000.00",,1982
Peter Jacobsen,T20,78,75,70,71,294,"$4,300.00",,1982
Bruce Lietzke,T20,76,75,69,74,294,"$4,300.00",,1982
Jack Renner,T20,72,75,76,71,294,"$4,300.00",,1982
Jodie Mudd,T20,77,74,67,76,294,,,1982
Ben Crenshaw,T24,74,80,70,71,295,"$3,075.00",,1982
Danny Edwards,T24,75,74,74,72,295,"$3,075.00",,1982
Morris Hatalsky,T24,73,77,75,70,295,"$3,075.00",,1982
Wayne Levi,T24,77,76,72,70,295,"$3,075.00",,1982
Peter Oosterhuis,T24,73,74,75,73,295,"$3,075.00",,1982
John Schroeder,T24,77,71,70,77,295,"$3,075.00",,1982
George Archer,T30,79,74,72,71,296,"$2,475.00",,1982
Calvin Peete,T30,77,72,73,74,296,"$2,475.00",,1982
Ron Streck,32,74,76,75,73,298,"$2,300.00",,1982
George Burns,T33,75,79,71,74,299,"$2,100.00",,1982
Keith Fergus,T33,76,74,72,77,299,"$2,100.00",,1982
Lanny Wadkins,T33,75,78,72,74,299,"$2,100.00",,1982
Tommy Aaron,T36,78,72,77,73,300,"$1,875.00",,1982
Greg Norman,T36,73,75,73,79,300,"$1,875.00",,1982
Chi Chi Rodriguez,T38,78,75,73,75,301,"$1,667.00",,1982
Bill Rogers,T38,77,77,77,70,301,"$1,667.00",,1982
Lee Trevino,T38,75,78,75,73,301,"$1,667.00",,1982
Jim Holtgrieve,T41,74,76,72,80,302,,,1982
Willie Wood,T41,78,75,73,76,302,,,1982
Hubert Green,43,76,72,77,78,303,"$1,500.00",,1982
Jay Haas,44,76,74,76,78,304,"$1,500.00",,1982
Gay Brewer,45,73,80,72,80,305,"$1,500.00",,1982
Bob Goalby,46,81,72,78,77,308,"$1,500.00",,1982
Arnold Palmer,47,75,76,78,80,309,"$1,500.00",,1982
Isao Aoki,CUT,75,80,,,155,,,1982
Bernhard Langer,CUT,77,78,,,155,,,1982
Jay Sigel,CUT,80,75,,,155,,,1982
Charles Coody,CUT,75,81,,,156,,,1982
John Cook,CUT,82,74,,,156,,,1982
Dave Eichelberger,CUT,79,77,,,156,,,1982
Ed Fiori,CUT,76,80,,,156,,,1982
Lon Hinkle,CUT,81,75,,,156,,,1982
John Mahaffey,CUT,76,80,,,156,,,1982
Gil Morgan,CUT,78,78,,,156,,,1982
Dave Barr,CUT,75,82,,,157,,,1982
Art Wall,CUT,75,82,,,157,,,1982
Hale Irwin,CUT,80,78,,,158,,,1982
Andy North,CUT,86,72,,,158,,,1982
Billy Casper,CUT,85,74,,,159,,,1982
Don Pooley,CUT,79,80,,,159,,,1982
Johnny Miller,CUT,81,80,,,161,,,1982
Jim Thorpe,CUT,88,74,,,162,,,1982
Doug Ford,CUT,86,83,,,169,,,1982
Frank Conner,CUT,89,82,,,171,,,1982
J.C. Snead,DQ,78,,,,78,,,1982
Sam Snead,W/D,82,,,,82,,,1982
Tom Watson,1,71,68,70,71,280,"$60,000.00",,1981
Johnny Miller,T2,69,72,73,68,282,"$30,500.00",,1981
Jack Nicklaus,T2,70,65,75,72,282,"$30,500.00",,1981
Greg Norman,4,69,70,72,72,283,"$16,000.00",,1981
Tom Kite,T5,74,72,70,68,284,"$12,667.00",,1981
Jerry Pate,T5,71,72,71,70,284,"$12,667.00",,1981
David Graham,7,70,70,74,71,285,"$11,167.00",,1981
Ben Crenshaw,T8,71,72,70,73,286,"$9,667.00",,1981
Raymond Floyd,T8,75,71,71,69,286,"$9,667.00",,1981
John Mahaffey,T8,72,71,69,74,286,"$9,667.00",,1981
George Archer,T11,74,70,72,71,287,"$7,333.00",,1981
Hubert Green,T11,70,70,74,73,287,"$7,333.00",,1981
Peter Jacobsen,T11,71,70,72,74,287,"$7,333.00",,1981
Bruce Lietzke,T11,72,67,73,75,287,"$7,333.00",,1981
Gay Brewer,T15,75,68,71,74,288,"$5,500.00",,1981
Bob Gilder,T15,72,75,69,72,288,"$5,500.00",,1981
Gary Player,T15,73,73,71,71,288,"$5,500.00",,1981
Jim Simons,T15,70,75,71,72,288,"$5,500.00",,1981
Don Pooley,T19,71,75,72,71,289,"$4,500.00",,1981
Curtis Strange,T19,69,79,70,71,289,"$4,500.00",,1981
John Cook,T21,70,71,72,77,290,"$3,600.00",,1981
Gil Morgan,T21,74,73,70,73,290,"$3,600.00",,1981
Calvin Peete,T21,75,70,71,74,290,"$3,600.00",,1981
Lanny Wadkins,T21,72,71,71,76,290,"$3,600.00",,1981
Jim Colbert,T25,73,68,74,76,291,"$2,700.00",,1981
Hale Irwin,T25,73,74,70,74,291,"$2,700.00",,1981
Wayne Levi,T25,72,71,73,75,291,"$2,700.00",,1981
Gibby Gilbert,T28,71,71,76,74,292,"$2,350.00",,1981
Lon Hinkle,T28,69,70,74,79,292,"$2,350.00",,1981
Sandy Lyle,T28,73,70,76,73,292,"$2,350.00",,1981
Bruce Devlin,T31,74,72,72,75,293,"$2,013.00",,1981
Jay Haas,T31,75,71,72,75,293,"$2,013.00",,1981
Jack Renner,T31,73,72,73,75,293,"$2,013.00",,1981
Dave Stockton,T31,72,72,70,79,293,"$2,013.00",,1981
Mike Sullivan,T35,72,74,74,74,294,"$1,800.00",,1981
Jay Sigel,T35,72,75,75,72,294,,,1981
Keith Fergus,T37,76,72,75,72,295,"$1,617.00",,1981
Scott Hoch,T37,73,70,75,77,295,"$1,617.00",,1981
Bill Rogers,T37,76,72,75,72,295,"$1,617.00",,1981
Charles Coody,T40,74,71,75,76,296,"$1,500.00",,1981
Howard Twitty,T40,75,72,74,75,296,"$1,500.00",,1981
Robert Lewis,T40,77,70,73,76,296,,,1981
Craig Stadler,T43,76,71,73,77,297,"$1,500.00",,1981
Fuzzy Zoeller,T43,77,70,78,72,297,"$1,500.00",,1981
Isao Aoki,T45,70,76,77,77,300,"$1,500.00",,1981
Norio Suzuki,T45,74,74,75,77,300,"$1,500.00",,1981
Jim Holtgrieve,47,70,77,79,75,301,,,1981
Tommy Aaron,48,77,71,76,79,303,"$1,500.00",,1981
Andy Bean,CUT,75,74,,,149,,,1981
Ed Fiori,CUT,72,77,,,149,,,1981
Dan Halldorson,CUT,76,73,,,149,,,1981
Mark Pfeil,CUT,74,75,,,149,,,1981
Scott Simpson,CUT,77,72,,,149,,,1981
Bobby Wadkins,CUT,73,76,,,149,,,1981
Lee Elder,CUT,77,73,,,150,,,1981
J.C. Snead,CUT,72,78,,,150,,,1981
Mark Hayes,CUT,76,75,,,151,,,1981
Pat McGowan,CUT,73,78,,,151,,,1981
Larry Nelson,CUT,78,73,,,151,,,1981
Mike Reid,CUT,76,75,,,151,,,1981
Jack Newton,CUT,79,73,,,152,,,1981
Joe Inman,CUT,74,79,,,153,,,1981
Mike Morley,CUT,76,77,,,153,,,1981
Arnold Palmer,CUT,75,78,,,153,,,1981
Ed Sneed,CUT,81,72,,,153,,,1981
Doug Tewell,CUT,79,74,,,153,,,1981
Bobby Walzel,CUT,75,78,,,153,,,1981
Seve Ballesteros,CUT,78,76,,,154,,,1981
Billy Casper,CUT,76,78,,,154,,,1981
Joe Hager,CUT,81,73,,,154,,,1981
Lee Trevino,CUT,77,77,,,154,,,1981
Doug Ford,CUT,79,76,,,155,,,1981
Bob Goalby,CUT,80,75,,,155,,,1981
Andy North,CUT,82,73,,,155,,,1981
Sam Snead,CUT,77,78,,,155,,,1981
Hal Sutton,CUT,80,75,,,155,,,1981
Art Wall,CUT,76,79,,,155,,,1981
Billy Kratzert,CUT,83,75,,,158,,,1981
Phillip Hancock,CUT,82,77,,,159,,,1981
Seve Ballesteros,1,66,69,68,72,275,"$55,000.00",,1980
Gibby Gilbert,T2,70,74,68,67,279,"$30,500.00",,1980
Jack Newton,T2,68,74,69,68,279,"$30,500.00",,1980
Hubert Green,4,68,74,71,67,280,"$15,750.00",,1980
David Graham,5,66,73,72,70,281,"$13,200.00",,1980
Ben Crenshaw,T6,76,70,68,69,283,"$9,958.00",,1980
Ed Fiori,T6,71,70,69,73,283,"$9,958.00",,1980
Tom Kite,T6,69,71,74,69,283,"$9,958.00",,1980
Larry Nelson,T6,69,72,73,69,283,"$9,958.00",,1980
Jerry Pate,T6,72,68,76,67,283,"$9,958.00",,1980
Gary Player,T6,71,71,71,70,283,"$9,958.00",,1980
Andy Bean,T12,74,72,68,70,284,"$7,250.00",,1980
Tom Watson,T12,73,69,71,71,284,"$7,250.00",,1980
Jim Colbert,T14,72,70,70,73,285,"$5,917.00",,1980
Jack Renner,T14,72,70,72,71,285,"$5,917.00",,1980
J.C. Snead,T14,73,69,69,74,285,"$5,917.00",,1980
Raymond Floyd,T17,75,70,74,67,286,"$5,075.00",,1980
Jay Haas,T17,72,74,70,70,286,"$5,075.00",,1980
Billy Kratzert,T19,73,69,72,73,287,"$3,990.00",,1980
Gil Morgan,T19,74,71,75,67,287,"$3,990.00",,1980
Calvin Peete,T19,73,71,76,67,287,"$3,990.00",,1980
Jim Simons,T19,70,70,72,75,287,"$3,990.00",,1980
Fuzzy Zoeller,T19,72,70,70,75,287,"$3,990.00",,1980
Andy North,T24,70,72,69,77,288,"$3,025.00",,1980
Arnold Palmer,T24,73,73,73,69,288,"$3,025.00",,1980
Keith Fergus,T26,72,71,72,74,289,"$2,430.00",,1980
Lou Graham,T26,71,74,71,73,289,"$2,430.00",,1980
Craig Stadler,T26,74,70,72,73,289,"$2,430.00",,1980
Dave Stockton,T26,74,70,76,69,289,"$2,430.00",,1980
Lee Trevino,T26,74,71,70,74,289,"$2,430.00",,1980
Tom Purtzer,32,73,72,74,71,290,"$2,150.00",,1980
John Fought,T33,74,72,74,71,291,"$1,860.00",,1980
Joe Inman,T33,74,70,75,72,291,"$1,860.00",,1980
Graham Marsh,T33,71,72,72,76,291,"$1,860.00",,1980
Jack Nicklaus,T33,74,71,73,73,291,"$1,860.00",,1980
Bill Rogers,T33,73,71,76,71,291,"$1,860.00",,1980
Rex Caldwell,T38,73,66,73,80,292,"$1,525.00",,1980
Charles Coody,T38,72,73,71,76,292,"$1,525.00",,1980
Johnny Miller,T38,74,72,71,75,292,"$1,525.00",,1980
Jeff Mitchell,T38,66,75,75,76,292,"$1,525.00",,1980
Doug Tewell,T38,71,69,79,73,292,"$1,525.00",,1980
Howard Twitty,T38,72,72,77,71,292,"$1,525.00",,1980
John Mahaffey,T44,75,70,73,75,293,"$1,500.00",,1980
Chi Chi Rodriguez,T44,74,72,71,76,293,"$1,500.00",,1980
Ed Sneed,T44,70,70,79,74,293,"$1,500.00",,1980
Sandy Lyle,48,76,70,70,78,294,"$1,500.00",,1980
Gene Littler,49,72,72,77,75,296,"$1,500.00",,1980
Art Wall,51,73,73,77,77,300,"$1,500.00",,1980
George Archer,CUT,77,70,,,147,,,1980
George Burns,CUT,77,70,,,147,,,1980
Dave Eichelberger,CUT,75,72,,,147,,,1980
Bob Gilder,CUT,76,71,,,147,,,1980
Hale Irwin,CUT,74,73,,,147,,,1980
Don January,CUT,75,72,,,147,,,1980
Wayne Levi,CUT,76,71,,,147,,,1980
Curtis Strange,CUT,77,70,,,147,,,1980
Miller Barber,CUT,76,72,,,148,,,1980
Mark James,CUT,74,74,,,148,,,1980
Ron Streck,CUT,75,73,,,148,,,1980
Leonard Thompson,CUT,75,73,,,148,,,1980
Artie McNickle,CUT,70,79,,,149,,,1980
Tommy Aaron,CUT,76,74,,,150,,,1980
Mark Hayes,CUT,74,76,,,150,,,1980
Bruce Lietzke,CUT,81,69,,,150,,,1980
Lanny Wadkins,CUT,76,75,,,151,,,1980
D.A. Weibring,CUT,77,74,,,151,,,1980
Doug Ford,CUT,77,75,,,152,,,1980
Al Geiberger,CUT,77,75,,,152,,,1980
Jerry McGee,CUT,82,70,,,152,,,1980
Tohru Nakamura,CUT,81,71,,,152,,,1980
Gay Brewer,CUT,82,71,,,153,,,1980
Lee Elder,CUT,76,77,,,153,,,1980
Bob Goalby,CUT,75,78,,,153,,,1980
Isao Aoki,CUT,77,77,,,154,,,1980
Billy Casper,CUT,77,77,,,154,,,1980
Sam Snead,CUT,77,77,,,154,,,1980
Tom Weiskopf,CUT,85,79,,,164,,,1980
Lon Hinkle,W/D,78,,,,78,,,1980
Fuzzy Zoeller,1,70,71,69,70,280,"$50,000.00",,1979
Ed Sneed,T2,68,67,69,76,280,"$30,000.00",,1979
Tom Watson,T2,68,71,70,71,280,"$30,000.00",,1979
Jack Nicklaus,4,69,71,72,69,281,"$15,000.00",,1979
Tom Kite,5,71,72,68,72,283,"$13,000.00",,1979
Bruce Lietzke,6,67,75,68,74,284,"$11,500.00",,1979
Craig Stadler,T7,69,66,74,76,285,"$9,000.00",,1979
Leonard Thompson,T7,68,70,73,74,285,"$9,000.00",,1979
Lanny Wadkins,T7,73,69,70,73,285,"$9,000.00",,1979
Hubert Green,T10,74,69,72,71,286,"$6,500.00",,1979
Gene Littler,T10,74,71,69,72,286,"$6,500.00",,1979
Seve Ballesteros,T12,72,68,73,74,287,"$3,740.00",,1979
Miller Barber,T12,75,64,72,76,287,"$3,740.00",,1979
Jack Newton,T12,70,72,69,76,287,"$3,740.00",,1979
Andy North,T12,72,72,74,69,287,"$3,740.00",,1979
Lee Trevino,T12,73,71,70,73,287,"$3,740.00",,1979
Lee Elder,T17,73,70,74,71,288,"$2,700.00",,1979
Raymond Floyd,T17,70,68,73,77,288,"$2,700.00",,1979
Billy Kratzert,T17,73,68,71,76,288,"$2,700.00",,1979
Artie McNickle,T17,71,72,74,71,288,"$2,700.00",,1979
Gary Player,T17,71,72,74,71,288,"$2,700.00",,1979
J.C. Snead,22,73,71,72,73,289,"$2,400.00",,1979
Lou Graham,T23,69,71,76,74,290,"$2,225.00",,1979
Joe Inman,T23,68,71,76,75,290,"$2,225.00",,1979
Hale Irwin,T23,72,70,74,74,290,"$2,225.00",,1979
Jim Simons,T23,72,70,75,73,290,"$2,225.00",,1979
Bobby Clampett,T23,73,71,73,73,290,,,1979
Tommy Aaron,T28,72,73,76,70,291,"$2,000.00",,1979
Andy Bean,T28,69,74,74,74,291,"$2,000.00",,1979
Graham Marsh,T28,71,72,73,75,291,"$2,000.00",,1979
Gil Morgan,T31,72,69,71,80,292,"$1,975.00",,1979
Larry Nelson,T31,70,75,70,77,292,"$1,975.00",,1979
Victor Regalado,T31,71,74,75,72,292,"$1,975.00",,1979
Isao Aoki,T34,71,72,72,78,293,"$1,950.00",,1979
Bob Byman,T34,71,71,75,76,293,"$1,950.00",,1979
Charles Coody,T34,71,72,74,76,293,"$1,950.00",,1979
Peter Oosterhuis,T34,73,72,73,75,293,"$1,950.00",,1979
Scott Hoch,T34,72,73,74,74,293,,,1979
John Cook,39,72,72,75,76,295,,,1979
Nick Faldo,40,73,71,79,73,296,"$1,875.00",,1979
Jerry Pate,T41,72,70,75,80,297,"$1,850.00",,1979
Tom Weiskopf,T41,73,72,71,81,297,"$1,850.00",,1979
Billy Casper,43,69,75,80,75,299,"$1,800.00",,1979
Rod Funseth,44,70,73,78,79,300,"$1,775.00",,1979
Lindy Miller,45,73,67,75,86,301,"$1,750.00",,1979
Barry Jaeckel,CUT,75,71,,,146,,,1979
Don January,CUT,73,73,,,146,,,1979
Jerry McGee,CUT,77,69,,,146,,,1979
Arnold Palmer,CUT,74,72,,,146,,,1979
Wally Armstrong,CUT,73,74,,,147,,,1979
Jay Sigel,CUT,72,75,,,147,,,1979
Jerry Heard,CUT,75,73,,,148,,,1979
Johnny Miller,CUT,77,71,,,148,,,1979
Sam Snead,CUT,74,74,,,148,,,1979
Dave Hill,CUT,75,74,,,149,,,1979
Lon Hinkle,CUT,77,72,,,149,,,1979
Simon Owen,CUT,74,75,,,149,,,1979
Dave Stockton,CUT,74,75,,,149,,,1979
Art Wall,CUT,74,75,,,149,,,1979
Gay Brewer,CUT,75,75,,,150,,,1979
Mike McCullough,CUT,73,77,,,150,,,1979
Mac McLendon,CUT,74,77,,,151,,,1979
Masashi Jumbo Ozaki,CUT,76,75,,,151,,,1979
Ben Crenshaw,CUT,73,80,,,153,,,1979
Mark McCumber,CUT,75,78,,,153,,,1979
Mike Peck,CUT,78,75,,,153,,,1979
Ron Streck,CUT,78,76,,,154,,,1979
Peter McEvoy,CUT,79,79,,,158,,,1979
Bob Goalby,CUT,79,81,,,160,,,1979
Bob Shearer,W/D,73,,,,73,,,1979
Doug Ford,W/D,77,,,,77,,,1979
David Graham,W/D,79,,,,79,,,1979
Gary Player,1,72,72,69,64,277,"$45,000.00",,1978
Rod Funseth,T2,73,66,70,69,278,"$21,667.00",,1978
Hubert Green,T2,72,69,65,72,278,"$21,667.00",,1978
Tom Watson,T2,73,68,68,69,278,"$21,667.00",,1978
Wally Armstrong,T5,72,70,70,68,280,"$11,750.00",,1978
Billy Kratzert,T5,70,74,67,69,280,"$11,750.00",,1978
Jack Nicklaus,7,72,73,69,67,281,"$10,000.00",,1978
Hale Irwin,8,73,67,71,71,282,"$8,500.00",,1978
David Graham,T9,75,69,67,72,283,"$6,750.00",,1978
Joe Inman,T9,69,73,72,69,283,"$6,750.00",,1978
Don January,T11,72,70,72,70,284,"$4,417.00",,1978
Jerry McGee,T11,71,73,71,69,284,"$4,417.00",,1978
Tom Weiskopf,T11,72,71,70,71,284,"$4,417.00",,1978
Peter Oosterhuis,T14,74,70,70,71,285,"$3,300.00",,1978
Lee Trevino,T14,70,69,72,74,285,"$3,300.00",,1978
Raymond Floyd,T16,76,71,71,68,286,"$2,950.00",,1978
Lindy Miller,T16,74,71,70,71,286,,,1978
Seve Ballesteros,T18,74,71,68,74,287,"$2,550.00",,1978
Tom Kite,T18,71,74,71,71,287,"$2,550.00",,1978
Gil Morgan,T18,73,73,70,71,287,"$2,550.00",,1978
Jerry Pate,T18,72,71,72,72,287,"$2,550.00",,1978
Ed Sneed,T18,74,70,70,73,287,"$2,550.00",,1978
Lanny Wadkins,T18,74,70,73,70,287,"$2,550.00",,1978
Miller Barber,T24,75,67,73,73,288,"$2,200.00",,1978
Andy Bean,T24,76,68,73,71,288,"$2,200.00",,1978
Gene Littler,T24,72,68,70,78,288,"$2,200.00",,1978
Leonard Thompson,T24,72,69,75,72,288,"$2,200.00",,1978
Bobby Cole,28,77,70,70,72,289,"$2,000.00",,1978
Gay Brewer,T29,73,71,69,77,290,"$1,975.00",,1978
Mac McLendon,T29,72,72,72,74,290,"$1,975.00",,1978
Bill Rogers,T29,76,70,68,76,290,"$1,975.00",,1978
Jim Colbert,T32,74,73,75,69,291,"$1,950.00",,1978
Terry Diehl,T32,74,72,74,71,291,"$1,950.00",,1978
Johnny Miller,T32,77,72,72,70,291,"$1,950.00",,1978
Andy North,T32,73,76,72,70,291,"$1,950.00",,1978
Tommy Aaron,36,73,74,71,74,292,"$1,925.00",,1978
Ben Crenshaw,T37,75,70,74,74,293,"$1,900.00",,1978
Mike Hill,T37,73,75,74,71,293,"$1,900.00",,1978
Arnold Palmer,T37,73,69,74,77,293,"$1,900.00",,1978
Tom Purtzer,T37,78,69,74,72,293,"$1,900.00",,1978
Lyn Lott,41,72,76,71,75,294,"$1,875.00",,1978
Lee Elder,T42,73,75,74,73,295,"$1,850.00",,1978
Al Geiberger,T42,75,73,75,72,295,"$1,850.00",,1978
John Schlee,T42,68,75,77,75,295,"$1,850.00",,1978
Dave Hill,T45,72,76,74,74,296,"$1,825.00",,1978
Vance Heafner,T45,73,74,74,75,296,,,1978
Jay Haas,T47,74,73,74,76,297,"$1,800.00",,1978
Gary Hallberg,T47,73,73,78,73,297,,,1978
Dick Siderowf,49,77,72,78,71,298,,,1978
Bob Wynn,50,74,70,78,77,299,"$1,750.00",,1978
Steve Melnyk,51,71,78,75,76,300,"$1,725.00",,1978
Bob Goalby,52,73,75,78,75,301,"$1,700.00",,1978
Peter McEvoy,53,73,75,77,77,302,,,1978
Charles Coody,CUT,75,75,,,150,,,1978
Dave Eichelberger,CUT,79,71,,,150,,,1978
Lou Graham,CUT,75,75,,,150,,,1978
Masashi Jumbo Ozaki,CUT,76,74,,,150,,,1978
Manuel Pinero,CUT,78,72,,,150,,,1978
Billy Casper,CUT,76,75,,,151,,,1978
Mike Morley,CUT,78,73,,,151,,,1978
Dave Stockton,CUT,76,75,,,151,,,1978
Isao Aoki,CUT,79,73,,,152,,,1978
Art Wall,CUT,74,78,,,152,,,1978
Gary Jacobson,CUT,79,74,,,153,,,1978
Jay Sigel,CUT,76,77,,,153,,,1978
Doug Ford,CUT,78,76,,,154,,,1978
Sam Snead,CUT,79,75,,,154,,,1978
Antonio Garrido,CUT,77,78,,,155,,,1978
Ralph Landrum,CUT,79,77,,,156,,,1978
Rik Massengale,CUT,81,75,,,156,,,1978
Jim Simons,CUT,79,77,,,156,,,1978
Danny Edwards,CUT,79,79,,,158,,,1978
Tommy Nakajima,CUT,80,80,,,160,,,1978
Michael Brannan,CUT,80,82,,,162,,,1978
Doug Fischesser,CUT,81,84,,,165,,,1978
Fred Ridley,CUT,84,81,,,165,,,1978
George Archer,W/D,81,,,,81,,,1978
Mike McCullough,W/D,82,,,,82,,,1978
Tom Watson,1,70,69,70,67,276,"$40,000.00",,1977
Jack Nicklaus,2,72,70,70,66,278,"$30,000.00",,1977
Tom Kite,T3,70,73,70,67,280,"$17,500.00",,1977
Rik Massengale,T3,70,73,67,70,280,"$17,500.00",,1977
Hale Irwin,5,70,74,70,68,282,"$12,500.00",,1977
David Graham,T6,75,67,73,69,284,"$10,500.00",,1977
Lou Graham,T6,75,71,69,69,284,"$10,500.00",,1977
Ben Crenshaw,T8,71,69,69,76,285,"$5,667.00",,1977
Raymond Floyd,T8,71,72,71,71,285,"$5,667.00",,1977
Hubert Green,T8,67,74,72,72,285,"$5,667.00",,1977
Don January,T8,69,76,69,71,285,"$5,667.00",,1977
Gene Littler,T8,71,72,73,69,285,"$5,667.00",,1977
John Schlee,T8,75,73,69,68,285,"$5,667.00",,1977
Billy Casper,T14,72,72,73,69,286,"$3,000.00",,1977
Jim Colbert,T14,72,71,69,74,286,"$3,000.00",,1977
Rod Funseth,T14,72,67,74,73,286,"$3,000.00",,1977
Jerry Pate,T14,70,72,74,70,286,"$3,000.00",,1977
Tom Weiskopf,T14,73,71,71,71,286,"$3,000.00",,1977
George Archer,T19,74,74,69,70,287,"$2,500.00",,1977
Andy Bean,T19,74,70,71,72,287,"$2,500.00",,1977
Danny Edwards,T19,72,74,68,73,287,"$2,500.00",,1977
Lee Elder,T19,76,68,72,71,287,"$2,500.00",,1977
Gary Player,T19,71,70,72,74,287,"$2,500.00",,1977
Billy Kratzert,T24,69,71,78,70,288,"$2,200.00",,1977
Andy North,T24,74,74,71,69,288,"$2,200.00",,1977
Arnold Palmer,T24,76,71,71,70,288,"$2,200.00",,1977
Bob Wynn,T24,75,73,70,70,288,"$2,200.00",,1977
Isao Aoki,T28,73,76,70,70,289,"$2,000.00",,1977
Bruce Lietzke,T28,73,71,72,73,289,"$2,000.00",,1977
Jerry McGee,T28,73,73,72,71,289,"$2,000.00",,1977
Graham Marsh,T31,77,72,72,69,290,"$1,975.00",,1977
Bob Murphy,T31,74,72,71,73,290,"$1,975.00",,1977
Seve Ballesteros,T33,74,75,70,72,291,"$1,950.00",,1977
Mark Hayes,T33,71,72,72,76,291,"$1,950.00",,1977
Tommy Aaron,T35,73,72,73,74,292,"$1,925.00",,1977
Johnny Miller,T35,78,71,69,74,292,"$1,925.00",,1977
Bob Shearer,T35,74,67,75,76,292,"$1,925.00",,1977
Art Wall,T35,75,74,71,72,292,"$1,925.00",,1977
Dave Hill,T39,71,72,76,74,293,"$1,900.00",,1977
J.C. Snead,T39,72,76,73,72,293,"$1,900.00",,1977
Dave Stockton,T39,73,72,75,73,293,"$1,900.00",,1977
Bud Allin,T42,71,74,75,74,294,"$1,875.00",,1977
Bruce Devlin,T42,75,69,77,73,294,"$1,875.00",,1977
Gary Koch,T42,78,71,72,73,294,"$1,875.00",,1977
Mac McLendon,45,72,70,78,75,295,"$1,850.00",,1977
Lyn Lott,T46,76,72,77,71,296,"$1,825.00",,1977
Peter Oosterhuis,T46,73,75,76,72,296,"$1,825.00",,1977
Mike Morley,48,75,73,73,76,297,"$1,800.00",,1977
Bill Sander,49,80,69,78,72,299,,,1977
John Fought,50,73,74,78,78,303,,,1977
Charles Coody,CUT,72,78,,,150,,,1977
Al Geiberger,CUT,76,74,,,150,,,1977
Bob Goalby,CUT,76,74,,,150,,,1977
Dale Hayes,CUT,75,75,,,150,,,1977
Joe Inman,CUT,75,75,,,150,,,1977
Tom Purtzer,CUT,75,75,,,150,,,1977
Butch Baird,CUT,76,75,,,151,,,1977
John Lister,CUT,80,71,,,151,,,1977
James Mason,CUT,76,75,,,151,,,1977
Takashi Murakami,CUT,78,73,,,151,,,1977
Dick Siderowf,CUT,76,75,,,151,,,1977
Gay Brewer,CUT,78,74,,,152,,,1977
Gibby Gilbert,CUT,76,76,,,152,,,1977
Tommy Horton,CUT,77,75,,,152,,,1977
Parker Moore,CUT,76,76,,,152,,,1977
Gil Morgan,CUT,73,79,,,152,,,1977
Woody Blackburn,CUT,74,79,,,153,,,1977
Roger Maltbie,CUT,77,76,,,153,,,1977
Jack Newton,CUT,76,77,,,153,,,1977
Curtis Strange,CUT,79,74,,,153,,,1977
Doug Ford,CUT,77,77,,,154,,,1977
Fred Ridley,CUT,76,78,,,154,,,1977
Larry Ziegler,CUT,83,71,,,154,,,1977
Christy O'Connor,CUT,78,79,,,157,,,1977
Stan Souza,CUT,75,83,,,158,,,1977
Marvin Giles III,CUT,82,79,,,161,,,1977
Sam Snead,W/D,83,,,,83,,,1977
Raymond Floyd,1,65,66,70,70,271,"$40,000.00",,1976
Ben Crenshaw,2,70,70,72,67,279,"$25,000.00",,1976
Jack Nicklaus,T3,67,69,73,73,282,"$16,250.00",,1976
Larry Ziegler,T3,67,71,72,72,282,"$16,250.00",,1976
Charles Coody,T5,72,69,70,74,285,"$11,167.00",,1976
Hale Irwin,T5,71,77,67,70,285,"$11,167.00",,1976
Tom Kite,T5,73,67,72,73,285,"$11,167.00",,1976
Billy Casper,8,71,76,71,69,287,"$8,000.00",,1976
Roger Maltbie,T9,72,75,70,71,288,"$6,000.00",,1976
Graham Marsh,T9,73,68,75,72,288,"$6,000.00",,1976
Tom Weiskopf,T9,73,71,70,74,288,"$6,000.00",,1976
Jim Colbert,T12,71,72,74,72,289,"$3,567.00",,1976
Lou Graham,T12,68,73,72,76,289,"$3,567.00",,1976
Gene Littler,T12,71,72,74,72,289,"$3,567.00",,1976
Al Geiberger,T15,75,70,73,73,291,"$2,950.00",,1976
Dave Hill,T15,69,73,76,73,291,"$2,950.00",,1976
Jerry McGee,T15,71,73,72,75,291,"$2,950.00",,1976
Curtis Strange,T15,71,76,73,71,291,,,1976
Bud Allin,T19,69,76,72,75,292,"$2,550.00",,1976
